N,d,VFL TeamName,R,W,D,L,G,S,a,b,c,d,e,f,g,h,S,A,B,C,D,E,F,G,H,S,q,r,x,T,season
7,0,VFL London,7,2,3,2,10,:,10,0,9,3,1,0,2,4,:,6,-2,3,4,1,3,0,6,:,4,2,6,,Season 58799
8,-1,VFL Oslo,7,1,5,1,12,:,14,-2,8,4,1,3,0,6,:,4,2,6,3,0,2,1,6,:,10,-4,2,,Season 58799
9,-1,VFL Berlin,7,2,2,3,10,:,13,-3,8,4,2,0,2,4,:,5,-1,6,3,0,2,1,6,:,8,-2,2,,Season 58799
10,1,VFL Edinburgh,7,2,2,3,6,:,10,-4,8,4,2,2,0,4,:,1,3,8,3,0,0,3,2,:,9,-7,0,,Season 58799
11,0,VFL Vienna,7,1,4,2,8,:,11,-3,7,4,0,3,1,6,:,10,-4,3,3,1,1,1,2,:,1,1,4,,Season 58799
12,1,VFL Paris,7,2,0,5,5,:,8,-3,6,3,1,0,2,1,:,3,-2,3,4,1,0,3,4,:,5,-1,3,,Season 58799
13,1,VFL Lisbon,7,1,3,3,3,:,7,-4,6,4,1,1,2,3,:,5,-2,4,3,0,2,1,0,:,2,-2,2,,Season 58799
14,0,VFL Stockholm,7,1,2,4,8,:,16,-8,5,3,0,1,2,2,:,9,-7,1,4,1,1,2,6,:,7,-1,4,,Season 58799
15,0,VFL Rome,7,0,3,4,4,:,9,-5,3,3,0,2,1,3,:,4,-1,2,4,0,1,3,1,:,5,-4,1,,Season 58799
16,0,VFL Bern,7,0,3,4,4,:,12,-8,3,3,0,2,1,3,:,5,-2,2,4,0,1,3,1,:,7,-6,1,,Season 58799
1,0,VFL Madrid,8,8,0,0,21,:,3,18,24,4,4,0,0,9,:,2,7,12,4,4,0,0,12,:,1,11,12,,Season 58799
2,0,VFL Amsterdam,8,7,0,1,19,:,6,13,21,4,4,0,0,13,:,4,9,12,4,3,0,1,6,:,2,4,9,,Season 58799
3,0,VFL Brussels,8,5,1,2,16,:,9,7,16,4,2,1,1,8,:,3,5,7,4,3,0,1,8,:,6,2,9,,Season 58799
4,0,VFL Athens,8,4,1,3,11,:,10,1,13,4,2,0,2,5,:,6,-1,6,4,2,1,1,6,:,4,2,7,,Season 58799
5,-1,VFL Ankara,8,4,1,3,10,:,9,1,13,4,2,1,1,6,:,5,1,7,4,2,0,2,4,:,4,0,6,,Season 58799
6,-1,VFL London,8,3,3,2,13,:,11,2,12,4,2,0,2,7,:,7,0,6,4,1,3,0,6,:,4,2,6,,Season 58799
7,-1,VFL Oslo,8,2,5,1,13,:,14,-1,11,4,1,3,0,6,:,4,2,6,4,1,2,1,7,:,10,-3,5,,Season 58799
8,1,VFL Copenhagen,8,3,2,3,6,:,8,-2,11,4,3,0,1,3,:,2,1,9,4,0,2,2,3,:,6,-3,2,,Season 58799
9,-1,VFL Paris,8,3,0,5,8,:,8,0,9,4,2,0,2,4,:,3,1,6,4,1,0,3,4,:,5,-1,3,,Season 58799
10,1,VFL Berlin,8,2,2,4,10,:,15,-5,8,4,2,0,2,4,:,5,-1,6,4,0,2,2,6,:,10,-4,2,,Season 58799
11,1,VFL Edinburgh,8,2,2,4,7,:,13,-6,8,4,2,2,0,4,:,1,3,8,4,0,0,4,3,:,12,-9,0,,Season 58799
12,1,VFL Vienna,8,1,4,3,8,:,14,-6,7,4,0,3,1,6,:,10,-4,3,4,1,1,2,2,:,4,-2,4,,Season 58799
13,-1,VFL Rome,8,1,3,4,7,:,9,-2,6,4,1,2,1,6,:,4,2,5,4,0,1,3,1,:,5,-4,1,,Season 58799
14,1,VFL Lisbon,8,1,3,4,4,:,9,-5,6,4,1,1,2,3,:,5,-2,4,4,0,2,2,1,:,4,-3,2,,Season 58799
15,-1,VFL Bern,8,1,3,4,6,:,12,-6,6,4,1,2,1,5,:,5,0,5,4,0,1,3,1,:,7,-6,1,,Season 58799
16,1,VFL Stockholm,8,1,2,5,8,:,17,-9,5,4,0,1,3,2,:,10,-8,1,4,1,1,2,6,:,7,-1,4,,Season 58799
1,0,VFL Madrid,9,9,0,0,23,:,4,19,27,5,5,0,0,11,:,3,8,15,4,4,0,0,12,:,1,11,12,,Season 58799
2,0,VFL Amsterdam,9,7,0,2,20,:,8,12,21,4,4,0,0,13,:,4,9,12,5,3,0,2,7,:,4,3,9,,Season 58799
3,0,VFL Brussels,9,5,1,3,16,:,12,4,16,5,2,1,2,8,:,6,2,7,4,3,0,1,8,:,6,2,9,,Season 58799
4,0,VFL Athens,9,5,1,3,13,:,11,2,16,4,2,0,2,5,:,6,-1,6,5,3,1,1,8,:,5,3,10,,Season 58799
5,0,VFL Ankara,9,4,2,3,12,:,11,1,14,4,2,1,1,6,:,5,1,7,5,2,1,2,6,:,6,0,7,,Season 58799
6,0,VFL London,9,3,3,3,13,:,13,0,12,4,2,0,2,7,:,7,0,6,5,1,3,1,6,:,6,0,6,,Season 58799
7,0,VFL Oslo,9,2,6,1,15,:,16,-1,12,5,1,4,0,8,:,6,2,7,4,1,2,1,7,:,10,-3,5,,Season 58799
8,-1,VFL Berlin,9,3,2,4,12,:,15,-3,11,5,3,0,2,6,:,5,1,9,4,0,2,2,6,:,10,-4,2,,Season 58799
9,1,VFL Copenhagen,9,3,2,4,6,:,10,-4,11,4,3,0,1,3,:,2,1,9,5,0,2,3,3,:,8,-5,2,,Season 58799
10,-1,VFL Rome,9,2,3,4,10,:,9,1,9,4,1,2,1,6,:,4,2,5,5,1,1,3,4,:,5,-1,4,,Season 58799
11,-1,VFL Lisbon,9,2,3,4,7,:,9,-2,9,5,2,1,2,6,:,5,1,7,4,0,2,2,1,:,4,-3,2,,Season 58799
12,1,VFL Paris,9,3,0,6,8,:,11,-3,9,4,2,0,2,4,:,3,1,6,5,1,0,4,4,:,8,-4,3,,Season 58799
13,-1,VFL Bern,9,2,3,4,8,:,12,-4,9,5,2,2,1,7,:,5,2,8,4,0,1,3,1,:,7,-6,1,,Season 58799
14,-1,VFL Stockholm,9,2,2,5,11,:,17,-6,8,4,0,1,3,2,:,10,-8,1,5,2,1,2,9,:,7,2,7,,Season 58799
15,1,VFL Edinburgh,9,2,2,5,7,:,16,-9,8,5,2,2,1,4,:,4,0,8,4,0,0,4,3,:,12,-9,0,,Season 58799
16,1,VFL Vienna,9,1,4,4,9,:,16,-7,7,5,0,3,2,7,:,12,-5,3,4,1,1,2,2,:,4,-2,4,,Season 58799
1,0,VFL Madrid,10,10,0,0,27,:,5,22,30,5,5,0,0,11,:,3,8,15,5,5,0,0,16,:,2,14,15,,Season 58799
2,0,VFL Amsterdam,10,7,1,2,21,:,9,12,22,5,4,1,0,14,:,5,9,13,5,3,0,2,7,:,4,3,9,,Season 58799
3,-1,VFL Athens,10,6,1,3,15,:,12,3,19,5,3,0,2,7,:,7,0,9,5,3,1,1,8,:,5,3,10,,Season 58799
4,1,VFL Brussels,10,5,2,3,16,:,12,4,17,5,2,1,2,8,:,6,2,7,5,3,1,1,8,:,6,2,10,,Season 58799
5,-1,VFL Oslo,10,3,6,1,17,:,16,1,15,5,1,4,0,8,:,6,2,7,5,2,2,1,9,:,10,-1,8,,Season 58799
6,0,VFL London,10,4,3,3,14,:,13,1,15,5,3,0,2,8,:,7,1,9,5,1,3,1,6,:,6,0,6,,Season 58799
7,1,VFL Ankara,10,4,3,3,12,:,11,1,15,5,2,2,1,6,:,5,1,8,5,2,1,2,6,:,6,0,7,,Season 58799
8,0,VFL Berlin,10,4,2,4,13,:,15,-2,14,5,3,0,2,6,:,5,1,9,5,1,2,2,7,:,10,-3,5,,Season 58799
9,-1,VFL Lisbon,10,3,3,4,12,:,9,3,12,5,2,1,2,6,:,5,1,7,5,1,2,2,6,:,4,2,5,,Season 58799
10,1,VFL Copenhagen,10,3,2,5,6,:,12,-6,11,5,3,0,2,3,:,4,-1,9,5,0,2,3,3,:,8,-5,2,,Season 58799
11,1,VFL Rome,10,2,3,5,10,:,10,0,9,5,1,2,2,6,:,5,1,5,5,1,1,3,4,:,5,-1,4,,Season 58799
12,-1,VFL Bern,10,2,3,5,8,:,13,-5,9,5,2,2,1,7,:,5,2,8,5,0,1,4,1,:,8,-7,1,,Season 58799
13,1,VFL Paris,10,3,0,7,9,:,15,-6,9,5,2,0,3,5,:,7,-2,6,5,1,0,4,4,:,8,-4,3,,Season 58799
14,-1,VFL Vienna,10,1,5,4,10,:,17,-7,8,5,0,3,2,7,:,12,-5,3,5,1,2,2,3,:,5,-2,5,,Season 58799
15,0,VFL Edinburgh,10,2,2,6,8,:,18,-10,8,5,2,2,1,4,:,4,0,8,5,0,0,5,4,:,14,-10,0,,Season 58799
16,1,VFL Stockholm,10,2,2,6,11,:,22,-11,8,5,0,1,4,2,:,15,-13,1,5,2,1,2,9,:,7,2,7,,Season 58799
1,0,VFL Madrid,11,11,0,0,31,:,5,26,33,6,6,0,0,15,:,3,12,18,5,5,0,0,16,:,2,14,15,,Season 58799
2,0,VFL Amsterdam,11,7,1,3,22,:,13,9,22,5,4,1,0,14,:,5,9,13,6,3,0,3,8,:,8,0,9,,Season 58799
3,0,VFL Athens,11,7,1,3,17,:,12,5,22,5,3,0,2,7,:,7,0,9,6,4,1,1,10,:,5,5,13,,Season 58799
4,-1,VFL Oslo,11,4,6,1,19,:,16,3,18,5,1,4,0,8,:,6,2,7,6,3,2,1,11,:,10,1,11,,Season 58799
5,-1,VFL London,11,5,3,3,15,:,13,2,18,6,4,0,2,9,:,7,2,12,5,1,3,1,6,:,6,0,6,,Season 58799
6,1,VFL Brussels,11,5,2,4,16,:,14,2,17,6,2,1,3,8,:,8,0,7,5,3,1,1,8,:,6,2,10,,Season 58799
7,-1,VFL Lisbon,11,4,3,4,15,:,9,6,15,6,3,1,2,9,:,5,4,10,5,1,2,2,6,:,4,2,5,,Season 58799
8,1,VFL Ankara,11,4,3,4,12,:,14,-2,15,5,2,2,1,6,:,5,1,8,6,2,1,3,6,:,9,-3,7,,Season 58799
9,1,VFL Berlin,11,4,2,5,13,:,17,-4,14,6,3,0,3,6,:,7,-1,9,5,1,2,2,7,:,10,-3,5,,Season 58799
10,-1,VFL Rome,11,3,3,5,11,:,10,1,12,5,1,2,2,6,:,5,1,5,6,2,1,3,5,:,5,0,7,,Season 58799
11,-1,VFL Vienna,11,2,5,4,13,:,18,-5,11,6,1,3,2,10,:,13,-3,6,5,1,2,2,3,:,5,-2,5,,Season 58799
12,-1,VFL Edinburgh,11,3,2,6,12,:,19,-7,11,6,3,2,1,8,:,5,3,11,5,0,0,5,4,:,14,-10,0,,Season 58799
13,1,VFL Copenhagen,11,3,2,6,6,:,13,-7,11,5,3,0,2,3,:,4,-1,9,6,0,2,4,3,:,9,-6,2,,Season 58799
14,1,VFL Bern,11,2,3,6,8,:,14,-6,9,6,2,2,2,7,:,6,1,8,5,0,1,4,1,:,8,-7,1,,Season 58799
15,1,VFL Paris,11,3,0,8,10,:,18,-8,9,5,2,0,3,5,:,7,-2,6,6,1,0,5,5,:,11,-6,3,,Season 58799
16,0,VFL Stockholm,11,2,2,7,11,:,26,-15,8,5,0,1,4,2,:,15,-13,1,6,2,1,3,9,:,11,-2,7,,Season 58799
1,0,VFL Madrid,12,12,0,0,33,:,6,27,36,6,6,0,0,15,:,3,12,18,6,6,0,0,18,:,3,15,18,,Season 58799
2,-1,VFL Athens,12,8,1,3,19,:,12,7,25,6,4,0,2,9,:,7,2,12,6,4,1,1,10,:,5,5,13,,Season 58799
3,1,VFL Amsterdam,12,7,1,4,22,:,15,7,22,6,4,1,1,14,:,7,7,13,6,3,0,3,8,:,8,0,9,,Season 58799
4,-1,VFL Lisbon,12,5,3,4,18,:,10,8,18,6,3,1,2,9,:,5,4,10,6,2,2,2,9,:,5,4,8,,Season 58799
5,1,VFL Oslo,12,4,6,2,20,:,19,1,18,6,1,4,1,9,:,9,0,7,6,3,2,1,11,:,10,1,11,,Season 58799
6,1,VFL London,12,5,3,4,15,:,15,0,18,6,4,0,2,9,:,7,2,12,6,1,3,2,6,:,8,-2,6,,Season 58799
7,1,VFL Brussels,12,5,2,5,16,:,15,1,17,6,2,1,3,8,:,8,0,7,6,3,1,2,8,:,7,1,10,,Season 58799
8,-1,VFL Berlin,12,5,2,5,15,:,17,-2,17,6,3,0,3,6,:,7,-1,9,6,2,2,2,9,:,10,-1,8,,Season 58799
9,-1,VFL Rome,12,4,3,5,13,:,10,3,15,6,2,2,2,8,:,5,3,8,6,2,1,3,5,:,5,0,7,,Season 58799
10,1,VFL Ankara,12,4,3,5,13,:,16,-3,15,6,2,2,2,7,:,7,0,8,6,2,1,3,6,:,9,-3,7,,Season 58799
11,-1,VFL Copenhagen,12,4,2,6,7,:,13,-6,14,6,4,0,2,4,:,4,0,12,6,0,2,4,3,:,9,-6,2,,Season 58799
12,-1,VFL Paris,12,4,0,8,12,:,18,-6,12,6,3,0,3,7,:,7,0,9,6,1,0,5,5,:,11,-6,3,,Season 58799
13,1,VFL Vienna,12,2,5,5,13,:,19,-6,11,6,1,3,2,10,:,13,-3,6,6,1,2,3,3,:,6,-3,5,,Season 58799
14,1,VFL Edinburgh,12,3,2,7,12,:,21,-9,11,6,3,2,1,8,:,5,3,11,6,0,0,6,4,:,16,-12,0,,Season 58799
15,-1,VFL Stockholm,12,3,2,7,12,:,26,-14,11,6,1,1,4,3,:,15,-12,4,6,2,1,3,9,:,11,-2,7,,Season 58799
16,1,VFL Bern,12,2,3,7,8,:,16,-8,9,6,2,2,2,7,:,6,1,8,6,0,1,5,1,:,10,-9,1,,Season 58799
1,0,VFL Madrid,13,13,0,0,35,:,6,29,39,7,7,0,0,17,:,3,14,21,6,6,0,0,18,:,3,15,18,,Season 58799
2,-1,VFL Amsterdam,13,8,1,4,27,:,15,12,25,6,4,1,1,14,:,7,7,13,7,4,0,3,13,:,8,5,12,,Season 58799
3,1,VFL Athens,13,8,1,4,19,:,14,5,25,6,4,0,2,9,:,7,2,12,7,4,1,2,10,:,7,3,13,,Season 58799
4,-1,VFL London,13,6,3,4,17,:,15,2,21,7,5,0,2,11,:,7,4,15,6,1,3,2,6,:,8,-2,6,,Season 58799
5,-1,VFL Brussels,13,6,2,5,20,:,16,4,20,6,2,1,3,8,:,8,0,7,7,4,1,2,12,:,8,4,13,,Season 58799
6,-1,VFL Berlin,13,6,2,5,19,:,17,2,20,7,4,0,3,10,:,7,3,12,6,2,2,2,9,:,10,-1,8,,Season 58799
7,1,VFL Lisbon,13,5,3,5,19,:,14,5,18,7,3,1,3,10,:,9,1,10,6,2,2,2,9,:,5,4,8,,Season 58799
8,1,VFL Oslo,13,4,6,3,20,:,21,-1,18,6,1,4,1,9,:,9,0,7,7,3,2,2,11,:,12,-1,11,,Season 58799
9,0,VFL Rome,13,4,4,5,13,:,10,3,16,7,2,3,2,8,:,5,3,9,6,2,1,3,5,:,5,0,7,,Season 58799
10,0,VFL Ankara,13,4,4,5,14,:,17,-3,16,6,2,2,2,7,:,7,0,8,7,2,2,3,7,:,10,-3,8,,Season 58799
11,0,VFL Copenhagen,13,4,3,6,7,:,13,-6,15,6,4,0,2,4,:,4,0,12,7,0,3,4,3,:,9,-6,3,,Season 58799
12,-1,VFL Stockholm,13,4,2,7,13,:,26,-13,14,6,1,1,4,3,:,15,-12,4,7,3,1,3,10,:,11,-1,10,,Season 58799
13,0,VFL Vienna,13,2,6,5,14,:,20,-6,12,7,1,4,2,11,:,14,-3,7,6,1,2,3,3,:,6,-3,5,,Season 58799
14,1,VFL Paris,13,4,0,9,12,:,22,-10,12,6,3,0,3,7,:,7,0,9,7,1,0,6,5,:,15,-10,3,,Season 58799
15,1,VFL Edinburgh,13,3,2,8,12,:,22,-10,11,7,3,2,2,8,:,6,2,11,6,0,0,6,4,:,16,-12,0,,Season 58799
16,0,VFL Bern,13,2,3,8,8,:,21,-13,9,7,2,2,3,7,:,11,-4,8,6,0,1,5,1,:,10,-9,1,,Season 58799
1,0,VFL Madrid,14,13,1,0,35,:,6,29,40,7,7,0,0,17,:,3,14,21,7,6,1,0,18,:,3,15,19,,Season 58799
2,-1,VFL Athens,14,9,1,4,20,:,14,6,28,7,5,0,2,10,:,7,3,15,7,4,1,2,10,:,7,3,13,,Season 58799
3,1,VFL Amsterdam,14,8,1,5,28,:,18,10,25,7,4,1,2,15,:,10,5,13,7,4,0,3,13,:,8,5,12,,Season 58799
4,0,VFL London,14,7,3,4,20,:,16,4,24,7,5,0,2,11,:,7,4,15,7,2,3,2,9,:,9,0,9,,Season 58799
5,-1,VFL Oslo,14,5,6,3,25,:,21,4,21,7,2,4,1,14,:,9,5,10,7,3,2,2,11,:,12,-1,11,,Season 58799
6,1,VFL Brussels,14,6,3,5,20,:,16,4,21,7,2,2,3,8,:,8,0,8,7,4,1,2,12,:,8,4,13,,Season 58799
7,1,VFL Berlin,14,6,3,5,21,:,19,2,21,7,4,0,3,10,:,7,3,12,7,2,3,2,11,:,12,-1,9,,Season 58799
8,1,VFL Lisbon,14,5,4,5,19,:,14,5,19,7,3,1,3,10,:,9,1,10,7,2,3,2,9,:,5,4,9,,Season 58799
9,-1,VFL Ankara,14,5,4,5,16,:,17,-1,19,7,3,2,2,9,:,7,2,11,7,2,2,3,7,:,10,-3,8,,Season 58799
10,1,VFL Rome,14,4,4,6,13,:,11,2,16,7,2,3,2,8,:,5,3,9,7,2,1,4,5,:,6,-1,7,,Season 58799
11,0,VFL Copenhagen,14,4,4,6,7,:,13,-6,16,7,4,1,2,4,:,4,0,13,7,0,3,4,3,:,9,-6,3,,Season 58799
12,-1,VFL Paris,14,5,0,9,14,:,22,-8,15,7,4,0,3,9,:,7,2,12,7,1,0,6,5,:,15,-10,3,,Season 58799
13,1,VFL Stockholm,14,4,3,7,15,:,28,-13,15,7,1,2,4,5,:,17,-12,5,7,3,1,3,10,:,11,-1,10,,Season 58799
14,1,VFL Vienna,14,2,6,6,14,:,25,-11,12,7,1,4,2,11,:,14,-3,7,7,1,2,4,3,:,11,-8,5,,Season 58799
15,0,VFL Edinburgh,14,3,2,9,12,:,24,-12,11,7,3,2,2,8,:,6,2,11,7,0,0,7,4,:,18,-14,0,,Season 58799
16,0,VFL Bern,14,2,3,9,8,:,23,-15,9,7,2,2,3,7,:,11,-4,8,7,0,1,6,1,:,12,-11,1,,Season 58799
1,0,VFL Madrid,15,13,1,1,35,:,8,27,40,8,7,0,1,17,:,5,12,21,7,6,1,0,18,:,3,15,19,,Season 58799
2,0,VFL Athens,15,9,1,5,20,:,15,5,28,8,5,0,3,10,:,8,2,15,7,4,1,2,10,:,7,3,13,,Season 58799
3,0,VFL Amsterdam,15,8,1,6,28,:,19,9,25,7,4,1,2,15,:,10,5,13,8,4,0,4,13,:,9,4,12,,Season 58799
4,0,VFL London,15,7,4,4,20,:,16,4,25,8,5,1,2,11,:,7,4,16,7,2,3,2,9,:,9,0,9,,Season 58799
5,-1,VFL Berlin,15,7,3,5,24,:,19,5,24,8,5,0,3,13,:,7,6,15,7,2,3,2,11,:,12,-1,9,,Season 58799
6,-1,VFL Lisbon,15,6,4,5,21,:,14,7,22,7,3,1,3,10,:,9,1,10,8,3,3,2,11,:,5,6,12,,Season 58799
7,1,VFL Oslo,15,5,6,4,26,:,23,3,21,7,2,4,1,14,:,9,5,10,8,3,2,3,12,:,14,-2,11,,Season 58799
8,1,VFL Brussels,15,6,3,6,20,:,17,3,21,7,2,2,3,8,:,8,0,8,8,4,1,3,12,:,9,3,13,,Season 58799
9,-1,VFL Rome,15,5,4,6,14,:,11,3,19,8,3,3,2,9,:,5,4,12,7,2,1,4,5,:,6,-1,7,,Season 58799
10,1,VFL Ankara,15,5,4,6,16,:,20,-4,19,7,3,2,2,9,:,7,2,11,8,2,2,4,7,:,13,-6,8,,Season 58799
11,0,VFL Copenhagen,15,5,4,6,8,:,13,-5,19,7,4,1,2,4,:,4,0,13,8,1,3,4,4,:,9,-5,6,,Season 58799
12,0,VFL Paris,15,5,1,9,14,:,22,-8,16,7,4,0,3,9,:,7,2,12,8,1,1,6,5,:,15,-10,4,,Season 58799
13,-1,VFL Vienna,15,3,6,6,15,:,25,-10,15,8,2,4,2,12,:,14,-2,10,7,1,2,4,3,:,11,-8,5,,Season 58799
14,1,VFL Stockholm,15,4,3,8,15,:,30,-15,15,7,1,2,4,5,:,17,-12,5,8,3,1,4,10,:,13,-3,10,,Season 58799
15,0,VFL Edinburgh,15,4,2,9,14,:,25,-11,14,8,4,2,2,10,:,7,3,14,7,0,0,7,4,:,18,-14,0,,Season 58799
16,0,VFL Bern,15,3,3,9,10,:,23,-13,12,8,3,2,3,9,:,11,-2,11,7,0,1,6,1,:,12,-11,1,,Season 58799
1,0,VFL Madrid,16,13,2,1,35,:,8,27,41,8,7,0,1,17,:,5,12,21,8,6,2,0,18,:,3,15,20,,Season 58799
2,-1,VFL Amsterdam,16,9,1,6,29,:,19,10,28,7,4,1,2,15,:,10,5,13,9,5,0,4,14,:,9,5,15,,Season 58799
3,1,VFL Athens,16,9,1,6,20,:,16,4,28,9,5,0,4,10,:,9,1,15,7,4,1,2,10,:,7,3,13,,Season 58799
4,-1,VFL Berlin,16,8,3,5,25,:,19,6,27,9,6,0,3,14,:,7,7,18,7,2,3,2,11,:,12,-1,9,,Season 58799
5,1,VFL London,16,7,5,4,21,:,17,4,26,9,5,2,2,12,:,8,4,17,7,2,3,2,9,:,9,0,9,,Season 58799
6,0,VFL Lisbon,16,7,4,5,25,:,14,11,25,7,3,1,3,10,:,9,1,10,9,4,3,2,15,:,5,10,15,,Season 58799
7,-1,VFL Brussels,16,7,3,6,22,:,17,5,24,7,2,2,3,8,:,8,0,8,9,5,1,3,14,:,9,5,16,,Season 58799
8,-1,VFL Rome,16,6,4,6,18,:,12,6,22,9,4,3,2,13,:,6,7,15,7,2,1,4,5,:,6,-1,7,,Season 58799
9,1,VFL Oslo,16,5,6,5,26,:,24,2,21,7,2,4,1,14,:,9,5,10,9,3,2,4,12,:,15,-3,11,,Season 58799
10,0,VFL Ankara,16,5,5,6,17,:,21,-4,20,7,3,2,2,9,:,7,2,11,9,2,3,4,8,:,14,-6,9,,Season 58799
11,0,VFL Copenhagen,16,5,5,6,8,:,13,-5,20,8,4,2,2,4,:,4,0,14,8,1,3,4,4,:,9,-5,6,,Season 58799
12,0,VFL Paris,16,5,1,10,15,:,26,-11,16,7,4,0,3,9,:,7,2,12,9,1,1,7,6,:,19,-13,4,,Season 58799
13,-1,VFL Stockholm,16,4,4,8,16,:,31,-15,16,7,1,2,4,5,:,17,-12,5,9,3,2,4,11,:,14,-3,11,,Season 58799
14,1,VFL Vienna,16,3,6,7,15,:,29,-14,15,9,2,4,3,12,:,18,-6,10,7,1,2,4,3,:,11,-8,5,,Season 58799
15,0,VFL Edinburgh,16,4,2,10,14,:,27,-13,14,9,4,2,3,10,:,9,1,14,7,0,0,7,4,:,18,-14,0,,Season 58799
16,0,VFL Bern,16,3,4,9,11,:,24,-13,13,9,3,3,3,10,:,12,-2,12,7,0,1,6,1,:,12,-11,1,,Season 58799
1,0,VFL Madrid,17,14,2,1,37,:,8,29,44,9,8,0,1,19,:,5,14,24,8,6,2,0,18,:,3,15,20,,Season 58799
2,0,VFL Amsterdam,17,10,1,6,30,:,19,11,31,8,5,1,2,16,:,10,6,16,9,5,0,4,14,:,9,5,15,,Season 58799
3,0,VFL Athens,17,10,1,6,22,:,16,6,31,9,5,0,4,10,:,9,1,15,8,5,1,2,12,:,7,5,16,,Season 58799
4,-1,VFL London,17,8,5,4,23,:,17,6,29,9,5,2,2,12,:,8,4,17,8,3,3,2,11,:,9,2,12,,Season 58799
5,1,VFL Berlin,17,8,4,5,26,:,20,6,28,9,6,0,3,14,:,7,7,18,8,2,4,2,12,:,13,-1,10,,Season 58799
6,-1,VFL Rome,17,7,4,6,22,:,12,10,25,9,4,3,2,13,:,6,7,15,8,3,1,4,9,:,6,3,10,,Season 58799
7,1,VFL Lisbon,17,7,4,6,25,:,16,9,25,8,3,1,4,10,:,11,-1,10,9,4,3,2,15,:,5,10,15,,Season 58799
8,1,VFL Brussels,17,7,4,6,23,:,18,5,25,8,2,3,3,9,:,9,0,9,9,5,1,3,14,:,9,5,16,,Season 58799
9,0,VFL Oslo,17,6,6,5,30,:,25,5,24,8,3,4,1,18,:,10,8,13,9,3,2,4,12,:,15,-3,11,,Season 58799
10,0,VFL Ankara,17,5,5,7,17,:,23,-6,20,8,3,2,3,9,:,9,0,11,9,2,3,4,8,:,14,-6,9,,Season 58799
11,0,VFL Copenhagen,17,5,5,7,8,:,14,-6,20,8,4,2,2,4,:,4,0,14,9,1,3,5,4,:,10,-6,6,,Season 58799
12,-1,VFL Edinburgh,17,5,2,10,16,:,27,-11,17,9,4,2,3,10,:,9,1,14,8,1,0,7,6,:,18,-12,3,,Season 58799
13,1,VFL Paris,17,5,1,11,15,:,28,-13,16,8,4,0,4,9,:,9,0,12,9,1,1,7,6,:,19,-13,4,,Season 58799
14,1,VFL Stockholm,17,4,4,9,16,:,35,-19,16,8,1,2,5,5,:,21,-16,5,9,3,2,4,11,:,14,-3,11,,Season 58799
15,1,VFL Vienna,17,3,6,8,15,:,31,-16,15,9,2,4,3,12,:,18,-6,10,8,1,2,5,3,:,13,-10,5,,Season 58799
16,0,VFL Bern,17,3,4,10,12,:,28,-16,13,9,3,3,3,10,:,12,-2,12,8,0,1,7,2,:,16,-14,1,,Season 58799
1,0,VFL Madrid,18,14,3,1,37,:,8,29,45,9,8,0,1,19,:,5,14,24,9,6,3,0,18,:,3,15,21,,Season 58799
2,0,VFL Amsterdam,18,11,1,6,32,:,19,13,34,9,6,1,2,18,:,10,8,19,9,5,0,4,14,:,9,5,15,,Season 58799
3,0,VFL Athens,18,11,1,6,24,:,17,7,34,10,6,0,4,12,:,10,2,18,8,5,1,2,12,:,7,5,16,,Season 58799
4,-1,VFL Berlin,18,8,5,5,27,:,21,6,29,10,6,1,3,15,:,8,7,19,8,2,4,2,12,:,13,-1,10,,Season 58799
5,1,VFL London,18,8,5,5,24,:,19,5,29,10,5,2,3,13,:,10,3,17,8,3,3,2,11,:,9,2,12,,Season 58799
6,0,VFL Rome,18,8,4,6,28,:,13,15,28,10,5,3,2,19,:,7,12,18,8,3,1,4,9,:,6,3,10,,Season 58799
7,-1,VFL Oslo,18,7,6,5,32,:,26,6,27,8,3,4,1,18,:,10,8,13,10,4,2,4,14,:,16,-2,14,,Season 58799
8,1,VFL Lisbon,18,7,5,6,26,:,17,9,26,8,3,1,4,10,:,11,-1,10,10,4,4,2,16,:,6,10,16,,Season 58799
9,1,VFL Brussels,18,7,5,6,24,:,19,5,26,8,2,3,3,9,:,9,0,9,10,5,2,3,15,:,10,5,17,,Season 58799
10,-1,VFL Copenhagen,18,6,5,7,9,:,14,-5,23,9,5,2,2,5,:,4,1,17,9,1,3,5,4,:,10,-6,6,,Season 58799
11,1,VFL Ankara,18,5,5,8,18,:,29,-11,20,8,3,2,3,9,:,9,0,11,10,2,3,5,9,:,20,-11,9,,Season 58799
12,0,VFL Edinburgh,18,5,3,10,16,:,27,-11,18,10,4,3,3,10,:,9,1,15,8,1,0,7,6,:,18,-12,3,,Season 58799
13,0,VFL Paris,18,5,1,12,15,:,30,-15,16,8,4,0,4,9,:,9,0,12,10,1,1,8,6,:,21,-15,4,,Season 58799
14,0,VFL Stockholm,18,4,4,10,17,:,37,-20,16,8,1,2,5,5,:,21,-16,5,10,3,2,5,12,:,16,-4,11,,Season 58799
15,0,VFL Vienna,18,3,6,9,15,:,32,-17,15,9,2,4,3,12,:,18,-6,10,9,1,2,6,3,:,14,-11,5,,Season 58799
16,0,VFL Bern,18,3,5,10,13,:,29,-16,14,10,3,4,3,11,:,13,-2,13,8,0,1,7,2,:,16,-14,1,,Season 58799
